,tr,Sentence,tr,index,tr_shift,prev_tr,story_section,n_tokens,lemma,pos,tag,dep_rel,dep_head
373,373,"""Sasha's been… a bit of a handful...""",373,B4.15,2.0,371.0,B4,2225,"['""', 'Sasha', 'be', 'be', '…', 'a', 'bit', 'of', 'a', 'handful', '...', '""']","['PUNCT', 'PROPN', 'AUX', 'AUX', 'PUNCT', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['``', 'NNP', 'VBZ', 'VBN', 'NFP', 'DT', 'NN', 'IN', 'DT', 'NN', ':', ""''""]","['punct', 'nsubjpass', 'auxpass', 'ROOT', 'punct', 'det', 'attr', 'prep', 'det', 'pobj', 'punct', 'punct']","['been', 'been', 'been', 'been', 'been', 'bit', 'been', 'bit', 'handful', 'of', 'been', 'been']"
374,374,,374,,,,B4,2225,[],[],[],[],[]
375,375,When she says it -- it feels lame.,375,B4.16,2.0,373.0,B4,2225,"['when', '-PRON-', 'say', '-PRON-', '--', '-PRON-', 'feel', 'lame', '.']","['ADV', 'PRON', 'VERB', 'PRON', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PUNCT']","['WRB', 'PRP', 'VBZ', 'PRP', ':', 'PRP', 'VBZ', 'JJ', '.']","['advmod', 'nsubj', 'advcl', 'dobj', 'punct', 'nsubj', 'ROOT', 'acomp', 'punct']","['says', 'says', 'feels', 'says', 'feels', 'feels', 'feels', 'feels', 'feels']"
376,376,"“She took a year off, did",376,B4.17,1.0,375.0,B4,2225,"['""', '-PRON-', 'take', 'a', 'year', 'off', ',', 'do']","['PUNCT', 'PRON', 'VERB', 'DET', 'NOUN', 'ADP', 'PUNCT', 'AUX']","['``', 'PRP', 'VBD', 'DT', 'NN', 'RP', ',', 'VBD']","['punct', 'nsubj', 'ROOT', 'det', 'npadvmod', 'prt', 'punct', 'meta']","['took', 'took', 'took', 'year', 'off', 'took', 'took', ',']"
377,377,"some great journalism in West Africa,",377,B4.17,1.0,376.0,B4,2225,"['some', 'great', 'journalism', 'in', 'West', 'Africa', ',']","['DET', 'ADJ', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT']","['DT', 'JJ', 'NN', 'IN', 'NNP', 'NNP', ',']","['det', 'amod', 'nsubj', 'prep', 'compound', 'pobj', 'punct']","['journalism', 'journalism', 'did', 'journalism', 'Africa', 'in', 'took']"
378,378,but after she came back…”,378,B4.17,1.0,377.0,B4,2225,"['but', 'after', '-PRON-', 'come', 'back', '…', '""']","['CCONJ', 'ADP', 'PRON', 'VERB', 'ADV', 'PUNCT', 'PUNCT']","['CC', 'IN', 'PRP', 'VBD', 'RB', 'NFP', ""''""]","['cc', 'mark', 'nsubj', 'conj', 'advmod', 'punct', 'punct']","['took', 'came', 'came', 'took', 'came', 'took', 'took']"
379,379,,379,,,,B4,2225,[],[],[],[],[]
380,380,Alexander stops in front of a,380,B4.18,2.0,378.0,B4,2225,"['Alexander', 'stop', 'in', 'front', 'of', 'a']","['PROPN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET']","['NNP', 'VBZ', 'IN', 'NN', 'IN', 'DT']","['nsubj', 'ROOT', 'prep', 'pobj', 'prep', 'det']","['stops', 'stops', 'stops', 'in', 'front', 'storefront']"
381,381,storefront. He’s not paying attention.,381,B4.18,1.0,380.0,B4,2225,"['storefront', '.', '-PRON-', '’', 'not', 'pay', 'attention', '.']","['NOUN', 'PUNCT', 'PRON', 'VERB', 'PART', 'VERB', 'NOUN', 'PUNCT']","['NN', '.', 'PRP', 'VBZ', 'RB', 'VBG', 'NN', '.']","['pobj', 'punct', 'nsubj', 'aux', 'neg', 'ROOT', 'dobj', 'punct']","['of', 'stops', 'paying', 'paying', 'paying', 'paying', 'paying', 'paying']"
382,382,,382,,,,B4,2225,[],[],[],[],[]
383,383,Margaret braces herself: “Why did,383,B4.19,2.0,381.0,B4,2225,"['Margaret', 'brace', '-PRON-', ':', '""', 'why', 'do']","['PROPN', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'ADV', 'AUX']","['NNP', 'VBZ', 'PRP', ':', '``', 'WRB', 'VBD']","['nsubj', 'ROOT', 'dobj', 'punct', 'punct', 'advmod', 'aux']","['braces', 'braces', 'braces', 'braces', 'call', 'call', 'call']"
384,384,you call me?” she asks.,384,B4.19,1.0,383.0,B4,2225,"['-PRON-', 'call', '-PRON-', '?', '""', '-PRON-', 'ask', '.']","['PRON', 'VERB', 'PRON', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'PUNCT']","['PRP', 'VB', 'PRP', '.', ""''"", 'PRP', 'VBZ', '.']","['nsubj', 'ROOT', 'dobj', 'punct', 'punct', 'nsubj', 'ROOT', 'punct']","['call', 'call', 'call', 'call', 'call', 'asks', 'asks', 'asks']"
385,385,"He turns, smiles",385,B4.20,1.0,384.0,B4,2225,"['-PRON-', 'turn', ',', 'smile']","['PRON', 'VERB', 'PUNCT', 'VERB']","['PRP', 'VBZ', ',', 'VBZ']","['nsubj', 'ROOT', 'punct', 'dep']","['turns', 'turns', 'turns', 'turns']"
386,386,at her.,386,B4.20,1.0,385.0,B4,2225,"['at', '-PRON-', '.']","['ADP', 'PRON', 'PUNCT']","['IN', 'PRP', '.']","['prep', 'pobj', 'punct']","['smiles', 'at', 'turns']"
387,387,She's scared to say more.,387,B4.21,1.0,386.0,B4,2225,"['-PRON-', 'be', 'scared', 'to', 'say', 'more', '.']","['PRON', 'AUX', 'ADJ', 'PART', 'VERB', 'ADJ', 'PUNCT']","['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'JJR', '.']","['nsubj', 'ROOT', 'acomp', 'aux', 'xcomp', 'dobj', 'punct']","[""'s"", ""'s"", ""'s"", 'say', 'scared', 'say', ""'s""]"
388,388,,388,,,,B4,2225,[],[],[],[],[]
389,389,And somehow she's also excited.,389,B4.22,2.0,387.0,B4,2225,"['and', 'somehow', '-PRON-', 'be', 'also', 'excited', '.']","['CCONJ', 'ADV', 'PRON', 'AUX', 'ADV', 'ADJ', 'PUNCT']","['CC', 'RB', 'PRP', 'VBZ', 'RB', 'JJ', '.']","['cc', 'advmod', 'nsubj', 'ROOT', 'advmod', 'acomp', 'punct']","[""'s"", ""'s"", ""'s"", ""'s"", ""'s"", ""'s"", ""'s""]"
390,390,Margaret’s phone vibrates,390,B4.23,1.0,389.0,B4,2225,"['Margaret', '’s', 'phone', 'vibrate']","['PROPN', 'PART', 'NOUN', 'VERB']","['NNP', 'POS', 'NN', 'VBZ']","['poss', 'case', 'nsubj', 'ROOT']","['phone', 'Margaret', 'vibrates', 'vibrates']"
391,391,in her purse.,391,B4.23,1.0,390.0,B4,2225,"['in', '-PRON-', 'purse', '.']","['ADP', 'DET', 'NOUN', 'PUNCT']","['IN', 'PRP$', 'NN', '.']","['prep', 'poss', 'pobj', 'punct']","['vibrates', 'purse', 'in', 'vibrates']"
392,392,She knows it’s,392,B4.24,1.0,391.0,B4,2225,"['-PRON-', 'know', '-PRON-', '’']","['PRON', 'VERB', 'PRON', 'VERB']","['PRP', 'VBZ', 'PRP', 'VBZ']","['nsubj', 'ROOT', 'nsubj', 'ccomp']","['knows', 'knows', '’s', 'knows']"
393,393,Steven and she,393,B4.24,1.0,392.0,B4,2225,"['Steven', 'and', '-PRON-']","['PROPN', 'CCONJ', 'PRON']","['NNP', 'CC', 'PRP']","['attr', 'cc', 'nsubj']","['’s', 'look', 'look']"
394,394,doesn't look.,394,B4.24,1.0,393.0,B4,2225,"['do', 'not', 'look', '.']","['AUX', 'PART', 'VERB', 'PUNCT']","['VBZ', 'RB', 'VB', '.']","['aux', 'neg', 'ROOT', 'punct']","['look', 'look', 'look', 'look']"
395,395,,395,,,,B4,2225,[],[],[],[],[]
396,396,,396,,2.0,394.0,B4,2225,[],[],[],[],[]
397,397,,397,,1.0,396.0,B4,2225,[],[],[],[],[]
398,398,,398,,,,B4,2225,[],[],[],[],[]
399,399,"""I don't want to go back",399,A5.1,2.0,397.0,A5,2225,"['""', '-PRON-', 'do', 'not', 'want', 'to', 'go', 'back']","['PUNCT', 'PRON', 'AUX', 'PART', 'VERB', 'PART', 'VERB', 'ADV']","['``', 'PRP', 'VBP', 'RB', 'VB', 'TO', 'VB', 'RB']","['punct', 'nsubj', 'aux', 'neg', 'ccomp', 'aux', 'xcomp', 'advmod']","['says', 'want', 'want', 'want', 'says', 'go', 'want', 'go']"
400,400,"to New York,"" Clara says quietly.",400,A5.1,1.0,399.0,A5,2225,"['to', 'New', 'York', ',', '""', 'Clara', 'say', 'quietly', '.']","['ADP', 'PROPN', 'PROPN', 'PUNCT', 'PUNCT', 'PROPN', 'VERB', 'ADV', 'PUNCT']","['IN', 'NNP', 'NNP', ',', ""''"", 'NNP', 'VBZ', 'RB', '.']","['prep', 'compound', 'pobj', 'punct', 'punct', 'nsubj', 'ROOT', 'advmod', 'punct']","['back', 'York', 'to', 'says', 'says', 'says', 'says', 'says', 'says']"
401,401,The dishes from last night,401,A5.2,1.0,400.0,A5,2225,"['the', 'dish', 'from', 'last', 'night']","['DET', 'NOUN', 'ADP', 'ADJ', 'NOUN']","['DT', 'NNS', 'IN', 'JJ', 'NN']","['det', 'nsubj', 'prep', 'amod', 'pobj']","['dishes', 'are', 'dishes', 'night', 'from']"
402,402,are still in the sink.,402,A5.2,1.0,401.0,A5,2225,"['be', 'still', 'in', 'the', 'sink', '.']","['AUX', 'ADV', 'ADP', 'DET', 'NOUN', 'PUNCT']","['VBP', 'RB', 'IN', 'DT', 'NN', '.']","['ROOT', 'advmod', 'prep', 'det', 'pobj', 'punct']","['are', 'are', 'are', 'sink', 'in', 'are']"
403,403,Gary has a meeting with his,403,A5.3,1.0,402.0,A5,2225,"['Gary', 'have', 'a', 'meeting', 'with', '-PRON-']","['PROPN', 'AUX', 'DET', 'NOUN', 'ADP', 'DET']","['NNP', 'VBZ', 'DT', 'NN', 'IN', 'PRP$']","['nsubj', 'ROOT', 'det', 'dobj', 'prep', 'poss']","['has', 'has', 'meeting', 'has', 'meeting', 'advisors']"
404,404,advisors to discuss the internship.,404,A5.3,1.0,403.0,A5,2225,"['advisor', 'to', 'discuss', 'the', 'internship', '.']","['NOUN', 'PART', 'VERB', 'DET', 'NOUN', 'PUNCT']","['NNS', 'TO', 'VB', 'DT', 'NN', '.']","['pobj', 'aux', 'acl', 'det', 'dobj', 'punct']","['with', 'discuss', 'meeting', 'internship', 'discuss', 'has']"
405,405,Of course,405,A5.4,1.0,404.0,A5,2225,"['of', 'course']","['ADV', 'ADV']","['RB', 'RB']","['advmod', 'advmod']","['course', '’s']"
406,406,he’s late.,406,A5.4,1.0,405.0,A5,2225,"['-PRON-', '’', 'late', '.']","['PRON', 'VERB', 'ADJ', 'PUNCT']","['PRP', 'VBZ', 'JJ', '.']","['nsubj', 'ROOT', 'acomp', 'punct']","['’s', '’s', '’s', '’s']"
407,407,And now the dishes won't be done until this evening...,407,A5.5,1.0,406.0,A5,2225,"['and', 'now', 'the', 'dish', 'will', 'not', 'be', 'do', 'until', 'this', 'evening', '...']","['CCONJ', 'ADV', 'DET', 'NOUN', 'VERB', 'PART', 'AUX', 'VERB', 'ADP', 'DET', 'NOUN', 'PUNCT']","['CC', 'RB', 'DT', 'NNS', 'MD', 'RB', 'VB', 'VBN', 'IN', 'DT', 'NN', '.']","['cc', 'advmod', 'det', 'nsubjpass', 'aux', 'neg', 'auxpass', 'ROOT', 'prep', 'det', 'pobj', 'punct']","['done', 'done', 'dishes', 'done', 'done', 'done', 'done', 'done', 'done', 'evening', 'until', 'done']"
408,408,,408,,,,A5,2225,[],[],[],[],[]
409,409,"Crusted chili. Soap, bubbles. Scrub!",409,A5.6,2.0,407.0,A5,2225,"['crusted', 'chili', '.', 'Soap', ',', 'bubble', '.', 'Scrub', '!']","['ADJ', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT', 'NOUN', 'PUNCT', 'PROPN', 'PUNCT']","['JJ', 'NN', '.', 'NNP', ',', 'NNS', '.', 'NNP', '.']","['amod', 'ROOT', 'punct', 'nsubj', 'punct', 'ROOT', 'punct', 'ROOT', 'punct']","['chili', 'chili', 'chili', 'bubbles', 'Soap', 'bubbles', 'bubbles', 'Scrub', 'Scrub']"
410,410,,410,,,,A5,2225,[],[],[],[],[]
411,411,She's shopped and cooked and,411,A5.7,2.0,409.0,A5,2225,"['-PRON-', 'be', 'shop', 'and', 'cook', 'and']","['PRON', 'AUX', 'VERB', 'CCONJ', 'VERB', 'CCONJ']","['PRP', 'VBZ', 'VBN', 'CC', 'VBN', 'CC']","['nsubjpass', 'auxpass', 'ROOT', 'cc', 'conj', 'cc']","['shopped', 'shopped', 'shopped', 'shopped', 'shopped', 'cooked']"
412,412,"served and now dishes, again.",412,A5.7,1.0,411.0,A5,2225,"['serve', 'and', 'now', 'dish', ',', 'again', '.']","['VERB', 'CCONJ', 'ADV', 'NOUN', 'PUNCT', 'ADV', 'PUNCT']","['VBN', 'CC', 'RB', 'NNS', ',', 'RB', '.']","['conj', 'cc', 'advmod', 'conj', 'punct', 'advmod', 'punct']","['cooked', 'cooked', 'dishes', 'cooked', 'shopped', 'shopped', 'shopped']"
413,413,"""I'll do them later, Clara,",413,A5.8,1.0,412.0,A5,2225,"['""', '-PRON-', 'will', 'do', '-PRON-', 'later', ',', 'Clara', ',']","['PUNCT', 'PRON', 'VERB', 'AUX', 'PRON', 'ADV', 'PUNCT', 'PROPN', 'PUNCT']","['``', 'PRP', 'MD', 'VB', 'PRP', 'RB', ',', 'NNP', ',']","['punct', 'nsubj', 'aux', 'ccomp', 'dobj', 'advmod', 'punct', 'npadvmod', 'punct']","['says', 'do', 'do', 'fuss', 'do', 'do', 'fuss', 'fuss', 'fuss']"
414,414,"don’t fuss,"" Gary says",414,A5.8,1.0,413.0,A5,2225,"['do', 'not', 'fuss', ',', '""', 'Gary', 'say']","['AUX', 'PART', 'VERB', 'PUNCT', 'PUNCT', 'PROPN', 'VERB']","['VBP', 'RB', 'VB', ',', ""''"", 'NNP', 'VBZ']","['aux', 'neg', 'ccomp', 'punct', 'punct', 'nsubj', 'ROOT']","['fuss', 'fuss', 'says', 'says', 'says', 'says', 'says']"
415,415,as he flips over,415,A5.8,1.0,414.0,A5,2225,"['as', '-PRON-', 'flip', 'over']","['SCONJ', 'PRON', 'VERB', 'ADP']","['IN', 'PRP', 'VBZ', 'IN']","['mark', 'nsubj', 'advcl', 'prt']","['flips', 'flips', 'looking', 'flips']"
416,416,"tupperware, newspapers -- looking.",416,A5.8,1.0,415.0,A5,2225,"['tupperware', ',', 'newspaper', '--', 'look', '.']","['NOUN', 'PUNCT', 'NOUN', 'PUNCT', 'VERB', 'PUNCT']","['NN', ',', 'NNS', ':', 'VBG', '.']","['dobj', 'punct', 'nsubj', 'punct', 'ccomp', 'punct']","['flips', 'looking', 'looking', 'looking', 'says', 'says']"
417,417,"""You've seen my wallet?”",417,A5.9,1.0,416.0,A5,2225,"['""', '-PRON-', 'have', 'see', '-PRON-', 'wallet', '?', '""']","['PUNCT', 'PRON', 'AUX', 'VERB', 'DET', 'NOUN', 'PUNCT', 'PUNCT']","['``', 'PRP', 'VB', 'VBN', 'PRP$', 'NN', '.', ""''""]","['punct', 'nsubj', 'aux', 'ROOT', 'poss', 'dobj', 'punct', 'punct']","['seen', 'seen', 'seen', 'seen', 'wallet', 'seen', 'seen', 'seen']"
418,418,"”How long is this internship Gary?""",418,A5.10,1.0,417.0,A5,2225,"['""', 'how', 'long', 'be', 'this', 'internship', 'Gary', '?', '""']","['PUNCT', 'ADV', 'ADV', 'AUX', 'DET', 'NOUN', 'PROPN', 'PUNCT', 'PUNCT']","['``', 'WRB', 'RB', 'VBZ', 'DT', 'NN', 'NNP', '.', ""''""]","['punct', 'advmod', 'acomp', 'ROOT', 'det', 'nsubj', 'attr', 'punct', 'punct']","['is', 'long', 'is', 'is', 'internship', 'is', 'is', 'is', 'is']"
419,419,,419,,,,A5,2225,[],[],[],[],[]
420,420,""" September to June.""",420,A5.11,2.0,418.0,A5,2225,"['""', 'September', 'to', 'June', '.', '""']","['PUNCT', 'PROPN', 'ADP', 'PROPN', 'PUNCT', 'PUNCT']","['``', 'NNP', 'IN', 'NNP', '.', ""''""]","['punct', 'ROOT', 'prep', 'pobj', 'punct', 'punct']","['September', 'September', 'September', 'to', 'September', 'September']"
421,421,"""Without getting paid?",421,A5.12,1.0,420.0,A5,2225,"['""', 'without', 'get', 'pay', '?']","['PUNCT', 'ADP', 'VERB', 'VERB', 'PUNCT']","['``', 'IN', 'VBG', 'VBN', '.']","['punct', 'ROOT', 'auxpass', 'pcomp', 'punct']","['Without', 'Without', 'paid', 'Without', 'Without']"
422,422,I can’t afford to float,422,A5.13,1.0,421.0,A5,2225,"['-PRON-', 'can', 'not', 'afford', 'to', 'float']","['PRON', 'VERB', 'PART', 'VERB', 'PART', 'VERB']","['PRP', 'MD', 'RB', 'VB', 'TO', 'VB']","['nsubj', 'aux', 'neg', 'ROOT', 'aux', 'xcomp']","['afford', 'afford', 'afford', 'afford', 'float', 'afford']"
423,423,this whole place by myself.”,423,A5.13,1.0,422.0,A5,2225,"['this', 'whole', 'place', 'by', '-PRON-', '.', '""']","['DET', 'ADJ', 'NOUN', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['DT', 'JJ', 'NN', 'IN', 'PRP', '.', ""''""]","['det', 'amod', 'dobj', 'prep', 'pobj', 'punct', 'punct']","['place', 'place', 'float', 'float', 'by', 'afford', 'afford']"
424,424,,424,,,,A5,2225,[],[],[],[],[]
425,425,Gary heads to the door: “I’m sure you,425,A5.14,2.0,423.0,A5,2225,"['Gary', 'head', 'to', 'the', 'door', ':', '""', '-PRON-', 'be', 'sure', '-PRON-']","['PROPN', 'NOUN', 'ADP', 'DET', 'NOUN', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'ADJ', 'PRON']","['NNP', 'NNS', 'IN', 'DT', 'NN', ':', '``', 'PRP', 'VBP', 'JJ', 'PRP']","['nsubj', 'ROOT', 'prep', 'det', 'pobj', 'punct', 'punct', 'nsubj', 'ROOT', 'acomp', 'nsubj']","['heads', 'heads', 'heads', 'door', 'to', 'heads', '’m', '’m', '’m', '’m', 'be']"
426,426,"can be a journalist in New York, too”",426,A5.14,1.0,425.0,A5,2225,"['can', 'be', 'a', 'journalist', 'in', 'New', 'York', ',', 'too', '""']","['VERB', 'AUX', 'DET', 'NOUN', 'ADP', 'PROPN', 'PROPN', 'PUNCT', 'ADV', 'PUNCT']","['MD', 'VB', 'DT', 'NN', 'IN', 'NNP', 'NNP', ',', 'RB', ""''""]","['aux', 'ccomp', 'det', 'attr', 'prep', 'compound', 'pobj', 'punct', 'advmod', 'punct']","['be', 'sure', 'journalist', 'be', 'journalist', 'York', 'in', '’m', '’m', '’m']"
427,427,But she just signed,427,A5.15,1.0,426.0,A5,2225,"['but', '-PRON-', 'just', 'sign']","['CCONJ', 'PRON', 'ADV', 'VERB']","['CC', 'PRP', 'RB', 'VBD']","['cc', 'nsubj', 'advmod', 'ROOT']","['signed', 'signed', 'signed', 'signed']"
428,428,her contract here and,428,A5.15,1.0,427.0,A5,2225,"['-PRON-', 'contract', 'here', 'and']","['DET', 'NOUN', 'ADV', 'CCONJ']","['PRP$', 'NN', 'RB', 'CC']","['poss', 'dobj', 'advmod', 'cc']","['contract', 'signed', 'signed', 'knows']"
429,429,he knows it.,429,A5.15,1.0,428.0,A5,2225,"['-PRON-', 'know', '-PRON-', '.']","['PRON', 'VERB', 'PRON', 'PUNCT']","['PRP', 'VBZ', 'PRP', '.']","['nsubj', 'ROOT', 'dobj', 'punct']","['knows', 'knows', 'knows', 'knows']"
430,430,“We should have talked this,430,A5.16,1.0,429.0,A5,2225,"['""', '-PRON-', 'should', 'have', 'talk', 'this']","['PUNCT', 'PRON', 'VERB', 'AUX', 'VERB', 'DET']","['``', 'PRP', 'MD', 'VB', 'VBN', 'DT']","['punct', 'nsubj', 'aux', 'aux', 'ROOT', 'det']","['talked', 'talked', 'talked', 'talked', 'talked', 'move']"
431,431,"move through, before you applied...”",431,A5.16,1.0,430.0,A5,2225,"['move', 'through', ',', 'before', '-PRON-', 'apply', '...', '""']","['NOUN', 'ADV', 'PUNCT', 'ADP', 'PRON', 'VERB', 'PUNCT', 'PUNCT']","['NN', 'RB', ',', 'IN', 'PRP', 'VBD', ':', ""''""]","['dobj', 'prep', 'punct', 'mark', 'nsubj', 'advcl', 'punct', 'punct']","['talked', 'talked', 'talked', 'applied', 'applied', 'talked', 'talked', 'talked']"
432,432,,432,,,,A5,2225,[],[],[],[],[]
433,433,"He laughs. ""You would have talked me out of it.""",433,A5.17,2.0,431.0,A5,2225,"['-PRON-', 'laugh', '.', '""', '-PRON-', 'would', 'have', 'talk', '-PRON-', 'out', 'of', '-PRON-', '.', '""']","['PRON', 'VERB', 'PUNCT', 'PUNCT', 'PRON', 'VERB', 'AUX', 'VERB', 'PRON', 'SCONJ', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['PRP', 'VBZ', '.', '``', 'PRP', 'MD', 'VB', 'VBN', 'PRP', 'IN', 'IN', 'PRP', '.', ""''""]","['nsubj', 'ROOT', 'punct', 'punct', 'nsubj', 'aux', 'aux', 'ROOT', 'dobj', 'prep', 'prep', 'pobj', 'punct', 'punct']","['laughs', 'laughs', 'laughs', 'talked', 'talked', 'talked', 'talked', 'talked', 'talked', 'talked', 'out', 'of', 'talked', 'talked']"
434,434,For a moment he looks,434,A5.18,1.0,433.0,A5,2225,"['for', 'a', 'moment', '-PRON-', 'look']","['ADP', 'DET', 'NOUN', 'PRON', 'VERB']","['IN', 'DT', 'NN', 'PRP', 'VBZ']","['prep', 'det', 'pobj', 'nsubj', 'ROOT']","['looks', 'moment', 'For', 'looks', 'looks']"
435,435,"like a boy, getting",435,A5.18,1.0,434.0,A5,2225,"['like', 'a', 'boy', ',', 'get']","['SCONJ', 'DET', 'NOUN', 'PUNCT', 'VERB']","['IN', 'DT', 'NN', ',', 'VBG']","['prep', 'det', 'pobj', 'punct', 'auxpass']","['looks', 'boy', 'like', 'boy', 'caught']"
436,436,caught and standing up,436,A5.18,1.0,435.0,A5,2225,"['catch', 'and', 'stand', 'up']","['VERB', 'CCONJ', 'VERB', 'ADP']","['VBN', 'CC', 'VBG', 'RP']","['acl', 'cc', 'conj', 'prt']","['boy', 'caught', 'caught', 'standing']"
437,437,in defiance. Almost charming.,437,A5.18,1.0,436.0,A5,2225,"['in', 'defiance', '.', 'almost', 'charming', '.']","['ADP', 'NOUN', 'PUNCT', 'ADV', 'ADJ', 'PUNCT']","['IN', 'NN', '.', 'RB', 'JJ', '.']","['prep', 'pobj', 'punct', 'advmod', 'ROOT', 'punct']","['standing', 'in', 'looks', 'charming', 'charming', 'charming']"
438,438,,438,,,,A5,2225,[],[],[],[],[]
439,439,"But he is 35. ""What's good for me Clara,",439,A5.19,2.0,437.0,A5,2225,"['but', '-PRON-', 'be', '35', '.', '""', 'what', 'be', 'good', 'for', '-PRON-', 'Clara', ',']","['CCONJ', 'PRON', 'AUX', 'NUM', 'PUNCT', 'PUNCT', 'PRON', 'AUX', 'ADJ', 'ADP', 'PRON', 'PROPN', 'PUNCT']","['CC', 'PRP', 'VBZ', 'CD', '.', '``', 'WP', 'VBZ', 'JJ', 'IN', 'PRP', 'NNP', ',']","['cc', 'nsubj', 'ROOT', 'attr', 'punct', 'punct', 'nsubj', 'csubj', 'acomp', 'prep', 'pobj', 'attr', 'punct']","['is', 'is', 'is', 'is', 'is', 'is', ""'s"", 'is', ""'s"", ""'s"", 'for', ""'s"", 'is']"
440,440,"is also good for us.""",440,A5.20,1.0,439.0,A5,2225,"['be', 'also', 'good', 'for', '-PRON-', '.', '""']","['AUX', 'ADV', 'ADJ', 'ADP', 'PRON', 'PUNCT', 'PUNCT']","['VBZ', 'RB', 'JJ', 'IN', 'PRP', '.', ""''""]","['ROOT', 'advmod', 'acomp', 'prep', 'pobj', 'punct', 'punct']","['is', 'is', 'is', 'good', 'for', 'is', 'is']"
441,441,That certainly used,441,A5.21,1.0,440.0,A5,2225,"['that', 'certainly', 'use']","['DET', 'ADV', 'VERB']","['DT', 'RB', 'VBD']","['nsubj', 'advmod', 'ROOT']","['used', 'used', 'used']"
442,442,to be true.,442,A5.21,1.0,441.0,A5,2225,"['to', 'be', 'true', '.']","['PART', 'AUX', 'ADJ', 'PUNCT']","['TO', 'VB', 'JJ', '.']","['aux', 'xcomp', 'acomp', 'punct']","['be', 'used', 'be', 'used']"
443,443,Is it now?,443,A5.21,1.0,442.0,A5,2225,"['be', '-PRON-', 'now', '?']","['AUX', 'PRON', 'ADV', 'PUNCT']","['VBZ', 'PRP', 'RB', '.']","['ROOT', 'nsubj', 'advmod', 'punct']","['Is', 'Is', 'Is', 'Is']"
444,444,,444,,,,A5,2225,[],[],[],[],[]
445,445,,445,,2.0,443.0,A5,2225,[],[],[],[],[]
446,446,,446,,1.0,445.0,A5,2225,[],[],[],[],[]
447,447,,447,,,,A5,2225,[],[],[],[],[]
448,448,Alexander pays for their hotdogs,448,B5.1,2.0,446.0,B5,2225,"['Alexander', 'pay', 'for', '-PRON-', 'hotdog']","['PROPN', 'VERB', 'ADP', 'DET', 'NOUN']","['NNP', 'VBZ', 'IN', 'PRP$', 'NNS']","['nsubj', 'ROOT', 'prep', 'poss', 'pobj']","['pays', 'pays', 'pays', 'hotdogs', 'for']"
449,449,with crumpled-up dollar bills he,449,B5.1,1.0,448.0,B5,2225,"['with', 'crumple', '-', 'up', 'dollar', 'bill', '-PRON-']","['ADP', 'VERB', 'PUNCT', 'ADP', 'NOUN', 'NOUN', 'PRON']","['IN', 'VBN', 'HYPH', 'RP', 'NN', 'NNS', 'PRP']","['prep', 'amod', 'punct', 'prt', 'compound', 'pobj', 'nsubj']","['pays', 'bills', 'crumpled', 'crumpled', 'bills', 'with', 'pulls']"
450,450,pulls out of his pocket.,450,B5.1,1.0,449.0,B5,2225,"['pull', 'out', 'of', '-PRON-', 'pocket', '.']","['VERB', 'SCONJ', 'ADP', 'DET', 'NOUN', 'PUNCT']","['VBZ', 'IN', 'IN', 'PRP$', 'NN', '.']","['relcl', 'prep', 'prep', 'poss', 'pobj', 'punct']","['bills', 'pulls', 'out', 'pocket', 'of', 'pays']"
451,451,“New York is the best. I’m,451,B5.2,1.0,450.0,B5,2225,"['""', 'New', 'York', 'be', 'the', 'good', '.', '-PRON-', 'be']","['PUNCT', 'PROPN', 'PROPN', 'AUX', 'DET', 'ADJ', 'PUNCT', 'PRON', 'VERB']","['``', 'NNP', 'NNP', 'VBZ', 'DT', 'JJS', '.', 'PRP', 'VBP']","['punct', 'compound', 'nsubj', 'ROOT', 'det', 'attr', 'punct', 'nsubj', 'ROOT']","['is', 'York', 'is', 'is', 'best', 'is', 'is', '’m', '’m']"
452,452,so glad to be back.”,452,B5.2,1.0,451.0,B5,2225,"['so', 'glad', 'to', 'be', 'back', '.', '""']","['ADV', 'ADJ', 'PART', 'AUX', 'ADV', 'PUNCT', 'PUNCT']","['RB', 'JJ', 'TO', 'VB', 'RB', '.', ""''""]","['advmod', 'acomp', 'aux', 'xcomp', 'advmod', 'punct', 'punct']","['glad', '’m', 'be', 'glad', 'be', '’m', '’m']"
